uid	name	facility	classification	province	district	sub_district	latitude	longitude	fax	tel	cel	email	manager	area_type	ownership	postal_area	postal_address	street_address	overall_performance	vital_measures	extreme_measures	essential_measures	developmental_measures	facilities_and_infrastructure	clinical_support_services	patient_safety-clinical_governance-clinical_care	operational_management	patients_rights	public_health	leadership_and_corporate_governance	infection_prevention_and_control	improve_patient_safety_and_security	waiting_times	positive_and_caring_attitudes	cleanliness	availability_of_medicines_and_supplies	accommodation-consulting_room-clinic	accommodation-procedure_room-total	accommodation-consulting-room-outpatient-department	accommodation-consulting_room-accident_and_emergency_department	accommodation-medicine_room-number_of	staff-nursing_staff-professional_nurse-vacant	staff-Nursing_Staff-Professional_Nurse-part_time	staff-Nursing_Staff-Professional_Nurse-full_time	staff-Nursing_Staff-Enrolled_Nurse_Assistant-vacant	staff-Nursing_Staff-Enrolled_Nurse_Assistant-part_time	staff-Nursing_Staff-Enrolled_Nurse_Assistant-full_time	staff-Clinical_staff-Other-vacant	staff-Clinical_staff-Other-part_time	staff-Clinical_staff-Other-full_time	staff-Nursing_Staff-Enrolled_Nurs-vacant	staff-Nursing_Staff-Enrolled_Nurs-part_time	staff-Nursing_Staff-Enrolled_Nurs-full_time	staff-Nursing_Staff-Enrolled_Nurse-vacant	staff-Nursing_Staff-Enrolled_Nurse-part_time	staff-Nursing_Staff-Enrolled_Nurse-full_time	staff-Nursing_Staff-Advanced_Midwives-vacant	staff-Nursing_Staff-Advanced_Midwives-part_time	staff-Nursing_Staff-Advanced_Midwives-full_time	staff-Nursing_Staff-Specialised_Nurses_(Exluding_Advanced_Midwives)-vacant	staff-Nursing_Staff-Specialised_Nurses_(Exluding_Advanced_Midwives)-part_time	staff-Nursing_Staff-Specialised_Nurses_(Exluding_Advanced_Midwives)-full_time	staff-Clinical_staff-Pharmacists-vacant	staff-Clinical_staff-Pharmacists-part_time	staff-Clinical_staff-Pharmacists-full_time	staff-Clinical_staff-Allied_Health_Professionals-vacant	staff-Clinical_staff-Allied_Health_Professionals-part_time	staff-Clinical_staff-Allied_Health_Professionals-full_time	staff-Doctors-Medical_Practitioners-vacant	staff-Doctors-Medical_Practitioners-part_time	staff-Doctors-Medical_Practitioners-full_time	staff-Administrative_staff-Information_management-vacant	staff-Administrative_staff-Information_management-part_time	staff-Administrative_staff-Information_management-full_time	staff-Doctors-External_Visiting_Medical_Practitioners-vacant	staff-Doctors-External_Visiting_Medical_Practitioners-part_time	staff-Doctors-External_Visiting_Medical_Practitioners-full_time	staff-Administrative_staff-Human_Resource-vacant	staff-Administrative_staff-Human_Resource-part_time	staff-Administrative_staff-Human_Resource-full_time	staff-Nursing_Staff-Clinical_Nurse_Practitioners-vacant	staff-Nursing_Staff-Clinical_Nurse_Practitioners-part_time	staff-Nursing_Staff-Clinical_Nurse_Practitioners-full_time	staff-Doctors-Medical_Specialists-vacant	staff-Doctors-Medical_Specialists-part_time	staff-Doctors-Medical_Specialists-full_time	staff-Doctors-Medical_Practitioner_Interns-vacant	staff-Doctors-Medical_Practitioner_Interns-part_time	staff-Doctors-Medical_Practitioner_Interns-full_time	staff-Clinical_staff-Dental-vacant	staff-Clinical_staff-Dental-part_time	staff-Clinical_staff-Dental-full_time	staff-Doctors-Registrars-vacant	staff-Doctors-Registrars-part_time	staff-Doctors-Registrars-full_time	staff-Doctors-External_Visiting_Medical_Specialists-vacant	staff-Doctors-External_Visiting_Medical_Specialists-part_time	staff-Doctors-External_Visiting_Medical_Specialists-full_time	staff-Staffing-Management_staff-vacant	staff-Staffing-Management_staff-part_time	staff-Staffing-Management_staff-full_time	staff-Administrative_staff-General_Admin_/_Support-vacant	staff-Administrative_staff-General_Admin_/_Support-part_time	staff-Administrative_staff-General_Admin_/_Support-full_time	staff-Administrative_staff-Financial-vacant	staff-Administrative_staff-Financial-part_time	staff-Administrative_staff-Financial-full_time	staff-Total_Staff_Compliment-vacant	staff-Total_Staff_Compliment-part_time	staff-Total_Staff_Compliment-full_time	staff-Vacant-vacant	staff-Vacant-part_time	staff-Vacant-full_time	pharmacy_and_dispensary-hours_per_day	clinics-hours_per_day	pharmacy_and_dispensary-days_per_week	in_patients-hours_per_day	clinics-days_per_week	in_patients-days_per_week	emergency_unit-hours_per_day	emergency_unit-days_per_week	out_patients-hours_per_day	out_patients-days_per_week	governance-Strategic_management	governance-Communications_and_public_relations	governance-Staff_welfare_and_employee_wellness	governance-Human_resource_management_and_development	governance-Leadership_and_Corporate_Governance	governance-Operational_Management	governance-Oversight_and_accountability	governance-Financial_management	governance-Risk_management	governance-Supply_chain_and_asset_Management	governance-Quality_Improvement	governance-Effective_leadership
lp_elandsdoorn_clinic_2013_05_27	Elandsdoorn Clinic	Elandsdoorn Clinic	CLINIC	Limpopo Province	Greater Sekhukhune District Municipality	Elias Motsoaledi Local Municipality	-25.28496	29.21345			0718619824		Sekhukhune M.E	RURAL	Facility Owner - Government - Local				54	52	 N/A	55	 N/A	48	73	38	75	52	0	100	49	46	60	51	54	82	4	0				0	0	4	1	0	4	0	0	2	0	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	0	0	0							8	8	5								100	100	50	100	100	75						
lp_elandskraal_clinic_2013_05_27	Elandskraal Clinic	Elandskraal Clinic	CLINIC	Limpopo Province	Greater Sekhukhune District Municipality	Ephraim Mogale Local Municipality	-24.714006	29.412109		013-268-0457	072-035-5810		Moshidi M.S	RURAL			1216 Mable Hall Ouso	667 Elandskraal	59	54	 N/A	62	 N/A	54	44	68	88	66	33	67	66	53	57	69	62	60	4					0	0	2	0	0	2	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0							8	8			5						100	0	50	100								
lp_elim_hospital_2013_03_27	Elim Hospital	Elim Hospital	DISTRICT HOSPITAL	Limpopo Province	Vhembe District Municipality	Makhado Local Municipality	-23.154608	30.055622	0155563160	0155563201			Mrs E vosloo	RURAL	Facility Owner - Government - Prov	Elim Hospital	private bag x 312 Elim Hospiatal	Giyani Road waterval	70	73	 N/A	69	 N/A	74	71	60	75	78	92	71	74	65	82	73	71	72						77	0	92	14	0	168				0	0	168	13	0	0	4	0	5	32	0	56	13	0	18	39	0	43	28	9	0	3	2	1				5	0	14				3	1	1	9	0	11	9	0	6				0	1	0	26	0	29	98	10	272	18	0	19							24			24		7	24	7	8	5	100	100		90		75	50	75	0			
lp_ellisras_clinic_2013_05_27	Ellisras Clinic	Ellisras Clinic	CLINIC	Limpopo Province	Waterberg District Municipality	Lephalale Local Municipality	-23.667839	27.745816	0147635309	0147632627	0768257409		F.T Majadibodi	URBAN	Facility Owner - Government - Local	Lephalale	P/Bag X221	c/o Fox Odendaal & Muller street	36	43	 N/A	34	 N/A	34	30	34	65	40	47	100	30	34	53	43	35	45	3	0				0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0							12	12			7						100		0	50	100							
lp_ellisras_hospital_2013_03_27	Ellisras Hospital	Ellisras Hospital	DISTRICT HOSPITAL	Limpopo Province	Waterberg District Municipality	Lephalale Local Municipality	-23.678034	27.701297	014-763-2406	014-763-2227			KM Moabelo	RURAL	Facility Owner - Government - Prov	Lephalale	Private Bag X218 Lephalale	Corner of Chris Hannie and Ngoako Ramatlhodi	63	64	 N/A	63	 N/A	62	69	57	67	72	25	43	63	56	70	69	56	82			3	4		26	0	36	12	0	56	0	0	3	0	0	40	21	0	0	0	0	2	6	0	7	1	0	8	0	0	18	18	5	9	2	0	6	0	4	0	9	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	6	32	0	51	15	0	7							24			24		7	24	7	8	5		0	50				50	100	0			
lp_evelyn_lekganyane_clinic_2013_05_27	Evelyn Lekganyane Clinic	Evelyn Lekganyane Clinic	CLINIC	Limpopo Province	Capricorn District Municipality	Polokwane Local Municipality	-23.94575	29.798528		0158660095			Ms Makgoba	RURAL	Facility Owner - Government - Prov	BOYNE	P.O. Box 1, Boyne,		46	58	 N/A	40	 N/A	53	35	52	50	33	72	75	56	47	40	40	36	34	4	0				0	0	0	0	0	3	0	0	10	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	1	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0							24	24	7	24	7						50	100	40	44	75		100					
lp_evuxakeni_hospital_2013_03_27	Evuxakeni Hospital	Evuxakeni Hospital	SPECIALISED PSYCHIATRIC HOSPITAL	Limpopo Province	Mopani District Municipality	Greater Giyani Local Municipality	-23.318573	30.729876	0158121139	0158121138	0826600602	beauty.maluleke@dhsd.limpopo.gov.za	B Maluleke	RURAL	Facility Owner - Government - Prov	giyani	p/bag x 9661	site 2177 section a	53	51	 N/A	54	 N/A	47	70	44	80	34	47	71	48	55	27	45	23	82	0		0	0		107	0	192	29	0	167	0	0	0	0	0	17	84	0	0	0	0	1	0	0	5	1	0	2	17	0	17	11	2	1	6	0	3	0	0	0	79	0	41	63	0	92	2	1	0	0	0	0	1	0	0	0	0	0	2	1	0	42	3	19	204	0	142	8	0	13							8			24		7			8	5	100	100					50	100	0			
lp_fh_odendaal_(nylstroom)_hospital_2013_03_27	FH Odendaal (Nylstroom) Hospital	FH Odendaal (Nylstroom) Hospital	DISTRICT HOSPITAL	Limpopo Province	Waterberg District Municipality	Modimolle Local Municipality	-24.692743	28.415805	0147171257	0147175257/8	0827108811	Andriaan.LOURENSE@dhsd.limpopo.gov.za	A.E LOURENS	URBAN	Facility Owner - Government - Prov	NOOINOLVE	PRIVATE BAG X 1007	ALF NAKALENG	72	70	 N/A	72	 N/A	61	81	69	76	70	79	67	67	72	58	78	55	91			4	2		21	0	45	8	0	51	0	0	5	0	0	31	33	0	0	5	0	1	16	0	6	5	0	11	13	9	18	24	0	16	13	0	3	1	8	0	2	0	7	0	0	0	0	0	1	0	0	0	2	0	5	0	0	0	0	2	0	3	0	3	126	0	91	18	0	14							8			24		7	24	7	8	5		0										
lp_fh_odendaal_mdr_hospital_2013_03_27	FH Odendaal MDR Hospital	FH Odendaal MDR Hospital	SPECIALISED TB HOSPITAL	Limpopo Province	Waterberg District Municipality	Modimolle Local Municipality	-24.708943	28.392963	0147174681	0147172325	0820616949		T,M MATHIPA	RURAL	Facility Owner - Government - Prov	MODOMOLLE		54 THABO MBEKI DRIVE	34	49	 N/A	31	 N/A	61	32	50		9	0	100	100	38	60	0	0	29			2	0		14	0	10	8	0	26	0	0	1	0	0	22	4	0	0	0	0	0	4	0	3	2	1	1	9	0	3	1	0	3	1	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	27	16	28	2	0	1							8			24		7			8	5												
lp_folovhodwe_clinic_2013_05_27	Folovhodwe Clinic	Folovhodwe Clinic	CLINIC	Limpopo Province	Vhembe District Municipality	Mutale Local Municipality	-22.588436	30.427727			0718619829		Ramaano LV	RURAL	Facility Owner - Government - Prov	musina	box 74		30	30	 N/A	30	 N/A	21	37	28	38	38	0	0	24	24	20	58	20	53	2	0				2	0	2	1	0	3	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0							24	24	7	24	7						0	0	0	50	0							
lp_fondwe_clinic_2013_05_27	Fondwe Clinic	Fondwe Clinic	CLINIC	Limpopo Province	Vhembe District Municipality	Thulamela Local Municipality	-22.917496	30.259019		0159738089	0764709151		SEDIMELA NF	RURAL	Facility Owner - Government - Prov	THOHOYANDOU	PRIVATE BAG X5009	MADALA VILLLAGE OPPOSITE PHONIPHI HIGH SCHOOL	54	55	 N/A	54	 N/A	49	50	49	76	54	65	100	45	53	87	42	49	66	3	0				0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0							24	24	7	24	7						100	100	50		100		100					
lp_frisgewaght_clinic_2013_05_27	Frisgewaght Clinic	Frisgewaght Clinic	CLINIC	Limpopo Province	Greater Sekhukhune District Municipality	Elias Motsoaledi Local Municipality	-25.02083	29.66878		0132631900	0720625064		M.S. Matlala	RURAL	Facility Owner - Government - Prov	Groblersdal,			43	41	 N/A	44	 N/A	26	62	33	88	46	50	67	32	38	33	61	45	79	4	0				4	0	2	0	0	2	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0							8	8	7								50	100	50	100								
lp_george_masebe_gateway_clinic_2013_05_27	George Masebe Gateway Clinic	George Masebe Gateway Clinic	CLINIC	Limpopo Province	Waterberg District Municipality	Mogalakwena Local Municipality	-23.875615	28.693596	0154236100	0154236067	0824032406		E.P Morumudi	RURAL	Facility Owner - Government - Local	Suswe,Mokopane	P/Bag X2201		60	63	 N/A	60	 N/A	59	45	80	62	41	100	100	87	57	33	65	76	32	2	0				0	0	3	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0							8	8	5								100	100	50	100	100							
lp_george_masebe_hospital_2013_03_27	George Masebe Hospital	George Masebe Hospital	DISTRICT HOSPITAL	Limpopo Province	Waterberg District Municipality	Mogalakwena Local Municipality	-23.875615	28.693596	0154236100	0154236000	0823161132	lentneng.lesabone@dhsd.limpopo	LESABANE LJ	URBAN	Facility Owner - Government - Prov	SUSWE	PRIVATE BAG X2201	NO. 2 GEYSER ST	72	70	 N/A	74	 N/A	65	69	74	81	77	82	57	72	70	83	80	52	76		0	5	0		46	2	58	11	0	64	0	0	0	0	0	58	15	0	0	5	0	1	10	0	6	5	0	11	33	0	17	28	7	4	6	0	11	0	0	0	6	0	7	0	0	0	0	0	0	0	0	0	8	0	6	0	0	0	0	0	0	14	0	18	125	0	112							9	0	14	24		5	24		7	24	7	8	5	100	0		100			50		0			
lp_gideon_clinic_2013_05_27	Gideon Clinic	Gideon Clinic	CLINIC	Limpopo Province	Capricorn District Municipality	Blouberg Local Municipality	-22.901019	28.67753		015 592 9916/17	076 120 8369		Sadika Talelani	RURAL	Facility Owner - Government - Prov	Makhando	P.O. Box 4163 Kutana,0940	House No 1100 Madodonga	30	27	 N/A	31	 N/A	22	33	23	43	32	80	50	21	29	47	34	10	46	1	0				2	0	0	0	0	1	0	0	15	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0							8	8	5								50	0	25	44	50		100					
lp_giyani_chc_2013_05_27	Giyani CHC	Giyani CHC	CHC	Limpopo Province	Mopani District Municipality	Greater Giyani Local Municipality	-23.312957	30.723224	0158121016	0158120341			Mahlori A	RURAL	Facility Owner - Government - Local	giyani		next to giyani police barracks	38	36	 N/A	38	 N/A	36	34	35	38	50	38	0	36	28	53	56	40	51		0	3	0		0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	1	0	0	12	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	1	0	26	0	0	0							24	24	7	24	7		24	7					0		0							
lp_goedentrou_clinic_2013_05_27	Goedentrou Clinic	Goedentrou Clinic	CLINIC	Limpopo Province	Capricorn District Municipality	Blouberg Local Municipality	-23.40075	28.91244		0155059005	0790908265		(Acting) T.J. Moja	RURAL	Facility Owner - Government - Prov			Matekereng	48	47	 N/A	48	 N/A	44	52	39	60	59	50	25	43	47	64	54	30	55	4	0				0	0	3	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0							8	8	7								0	0	40	69	25		100					
lp_goedgedach_clinic_2013_05_27	Goedgedach Clinic	Goedgedach Clinic		Limpopo Province	Greater Sekhukhune District Municipality	Elias Motsoaledi Local Municipality	-25.06067	29.71783											43	35	 N/A	47	 N/A	44	41	39	57	48	0	100	49	31	92	44	50	100																																																																																								100	100	0	50	100							
lp_goedgevonden_clinic_2013_05_27	Goedgevonden Clinic	Goedgevonden Clinic	CLINIC	Limpopo Province	Capricorn District Municipality	Aganang Local Municipality	-23.64744	28.93106		0154269902	0712985037		K.O Meso	RURAL	Facility Owner - Government - Local	Matlala	Box 443,Juno	Box 443	47	50	 N/A	46	 N/A	62	58	31	48	38	55	50	36	48	43	46	62	61	4	0				1	0	1	0	0	4	0	0	35	0	0	2	0	0	0	0	0	0	0	0	1	1	0	1	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	12	0	0	0							8	8	7								50	0	25	44	50		100					
lp_gondeni_clinic_2013_05_27	Gondeni Clinic	Gondeni Clinic	CLINIC	Limpopo Province	Vhembe District Municipality	Thulamela Local Municipality	-22.914776	30.436968			0725073425		MUKHEVHO R	RURAL	Facility Owner - Government - Prov				56	45	 N/A	61	 N/A	49	75	45	71	48	50	60	64	50	20	62	49	86	3	0				0	0	3	0	0	3	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0							10	10	7								0	100	40		60		100					
lp_groblersdal_clinic_2013_05_27	Groblersdal Clinic	Groblersdal Clinic	CLINIC	Limpopo Province	Greater Sekhukhune District Municipality	Elias Motsoaledi Local Municipality	-25.1688	29.40087	0132624855	0132622542	0827175412		Groblersdale Clinic	RURAL	Facility Owner - Government - Local	Groblersdal		6A Tautes Street	60	64	 N/A	59	 N/A	64	60	51	75	69	33	67	58	56	67	68	54	72	4	0				2	0	2	0	0	3	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0							8	8	7								50	100	50	100		75						
lp_groblersdal_hospital_2013_03_27	Groblersdal Hospital	Groblersdal Hospital	DISTRICT HOSPITAL	Limpopo Province	Greater Sekhukhune District Municipality	Elias Motsoaledi Local Municipality	-25.176187	29.403939	0132622764	0132623024			N J MABINDISA	URBAN	Facility Owner - Government - Prov	GROBLERSDAL	PRIVATE BAG 8600	VOORTREKKER ROAD	74	80	 N/A	71	 N/A	68	90	70	71	74	36	100	62	75	79	71	67	99			18	0		20	0	49	7	0	56	0	0	0	0	0	32	13	0	0	0	0	0	0	0	7	3	0	10	15	0	12	7	9	9	9	1	1	0	0	0	8	0	8	0	0	0	6	0	2	0	0	0	2	0	4	0	0	0	0	0	0	22	0	20	55	0	69	27	0	9							8			24		7	24	7	8	5	100				100							
lp_grootdraai_clinic_2013_05_27	Grootdraai Clinic	Grootdraai Clinic	CLINIC	Limpopo Province	Capricorn District Municipality	Blouberg Local Municipality	-23.117549	28.707927			0824321699		T.J. Moja	RURAL	Facility Owner - Government - Prov	Matekereng,			38	38	 N/A	38	 N/A	41	40	24	43	43	80	50	24	35	64	39	33	57	4	0				0	0	3	0	0	2	1	32	1	0	0	3	0	0	0	1	0	0	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	0							10	10	7								0	100	25	44	50		100					
lp_guyuni_clinic_2013_05_27	Guyuni Clinic	Guyuni Clinic	CLINIC	Limpopo Province	Vhembe District Municipality	Mutale Local Municipality	-22.727805	30.47608			0829907135		Kwinda N	RURAL	Facility Owner - Government - Prov	mutale	box 1243		31	34	 N/A	30	 N/A	42	30	25	25	31	41	33	34	29	60	13	28	28	2	0				0	0	2	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0							24	24	7	24	7						50	0	50	0		25						
lp_ha-mutsha_clinic_2013_05_27	Ha-mutsha Clinic	Ha-mutsha Clinic	CLINIC	Limpopo Province	Vhembe District Municipality	Makhado Local Municipality	-23.064321	30.349525	0155833600	0155833600	0730543898		FG MUTHIGE	RURAL	Facility Owner - Government - Prov	THOHOYANDOU	BOX 80 TSHAKUMA	HA MUTSHA MARUNDU	70	64	 N/A	72	 N/A	67	66	63	72	86	92	60	63	70	85	77	37	76	3	0				1	0	3	0	0	4	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0							24	24	7	24	7						0	100	50		60		100					
lp_hayani_hospital_2013_03_27	Hayani Hospital	Hayani Hospital	SPECIALISED PSYCHIATRIC HOSPITAL	Limpopo Province	Vhembe District Municipality	Thulamela Local Municipality	-22.941292	30.485537	0159632334	0159631208			MR M.E MUVARI	RURAL	Facility Owner - Government - Prov	MAKWARELA	PRIVATE BAG X2272 SIBASA	SIBASA MUTALE ROAD	65	63	 N/A	66	 N/A	55	70	63	77	58	91	83	55	64	67	60	66	82		0	0	0		75	0	31	28	0	114	2	0	1	0	0	21	71	0	0	0	0	0	52	0	54	7	0	2	45	0	12	12	0	1	16	0	6	0	0	0	6	0	9	0	0	0	3	0	0	0	0	0	8	0	0	0	0	0	0	1	0	22	0	22	142	6	147	8	0	20																	100	100					100		0			
lp_hc_boshoff_gateway_clinic_2013_05_27	HC Boshoff Gateway Clinic	HC Boshoff Gateway Clinic	CHC	Limpopo Province	Greater Sekhukhune District Municipality	Greater Tubatse Local Municipality	-24.59593	30.0814		0132149911	0713896746		N.R.Moropa	RURAL	Facility Owner - Government - Prov	Driekop			35	36	 N/A	35	 N/A	43	41	36	19	26	29	0	46	26	31	50	32	41	7	0				0	0	3	0	0	4	0	0	10	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	22	0	0	0							24	24	7	24	7							0	0	0	0							
lp_helderwater_clinic_2013_05_27	Helderwater Clinic	Helderwater Clinic	CLINIC	Limpopo Province	Vhembe District Municipality	Makhado Local Municipality	-23.28194	30.29619		0158730262	0847905392		ND NKOUDO	RURAL	Facility Owner - Government - Prov	THOHOYANDOU	P.O BOX 5009	RIBUNGWANI MAIN GRAVEL ROAD	60	66	 N/A	56	 N/A	55	62	53	72	59	60	100	54	57	93	42	49	80	4	0				5	0	4	2	0	2	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0							24	24	5	24	5						100	100	50		100		100					
lp_helene_franz_gateway_clinic_2013_05_27	Helene Franz Gateway Clinic	Helene Franz Gateway Clinic	CLINIC	Limpopo Province	Capricorn District Municipality	Blouberg Local Municipality	-23.28185	29.10823		0155050750				RURAL	Facility Owner - Government - Local		Private Bag x5002, Bochum 0790		58	52	 N/A	61	 N/A	66	69	46	50	64	50	25	55	59	67	50	36	73	4	0				0	0	0	0	0	4	0	10	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0							8	8	5								0	0	40		25		100					
lp_helene_franz_hospital_2013_03_27	Helene Franz Hospital	Helene Franz Hospital	DISTRICT HOSPITAL	Limpopo Province	Capricorn District Municipality	Blouberg Local Municipality	-23.28381	29.11313	015 5050 027	015 5050 750	082 6894 229		S.G Baloyi	RURAL	Facility Owner - Government - Prov	Sanwabarwa	Private Bag x5002 Sen wabanwara 0790		68	73	 N/A	65	 N/A	69	80	59	48	77	31	57	51	68	76	77	71	80			5	4		36	0	44	9	0	73	1	0	0	0	0	47	20	0	0	6	0	5	4	0	8	8	5	0	26	6	42	28	0	5	16	0	8	0	0	0	4	7	0	0	0	0	0	0	0	4	0	1	7	0	5	0	0	0	0	0	0	35	17	25													24			24		7	24	7	8	5	100	0				48	50	100	0			
lp_hlaneki_clinic_2013_05_27	Hlaneki Clinic	Hlaneki Clinic	CLINIC	Limpopo Province	Mopani District Municipality	Greater Giyani Local Municipality	-23.31558	30.40604		0158110056	0176434763		DUBE JJ	RURAL	Facility Owner - Government - Prov	GIYANI	PRIVATE BAG X9581		29	28	 N/A	29	 N/A	20	27	35	62	29	0	0	34	24	14	56	14	32	2	0				0	0	0	0	0	0	0	0	40	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0							24	24	7	24	7						0	0	50	0	0							
lp_hlogotlou_clinic_2013_05_27	Hlogotlou Clinic	Hlogotlou Clinic	CLINIC	Limpopo Province	Greater Sekhukhune District Municipality	Elias Motsoaledi Local Municipality	-25.028924	29.733556			0716059957		R.M. Moswane	RURAL	Facility Owner - Government - Prov	Hlogotlou,		669 monsterlus	52	44	 N/A	56	 N/A	53	58	37	88	66	0	67	49	39	93	68	50	70	3	0				0	0	0	0	0	4	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0							8	8	7								100	0	50	100								
lp_hoedspruit_clinic_2013_05_27	Hoedspruit Clinic	Hoedspruit Clinic	CLINIC	Limpopo Province	Mopani District Municipality	Maruleng Local Municipality	-24.355627	30.951246	0157932342	0157932342	0828742134		CM Riekert	URBAN	Facility Owner - Government - Prov	Hoedspruit		Impala street	37	34	 N/A	38	 N/A	44	37	28	50	42	50	0	34	28	53	59	34	49	4	0				0	0	0	0	0	3	0	0	2	0	0	2	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	1	0	0							24	24	7	24	7						0	0	50	0	0	50						
